 Cell_Line,Editing_Strategy,Gene,Matched_Variant_Count,VCF_Output
KOLF2-ARID2-A02,CRISPRoff,SNAP25,0,NA
WTB_variants_PASS,CRISPRoff,SNAP25,0,NA
WTC_variants_PASS,CRISPRoff,SNAP25,0,NA
cN8-hNIL,indels,SNAP25,0,NA
KOLF2-ARID2-A02,indels,SNAP25,0,NA
WTB_variants_PASS,indels,SNAP25,0,NA
WTC_variants_PASS,indels,SNAP25,1,final_intersections_var/WTC_variants_PASS_SNAP25_indels_shared.vcf.gz
cN8-hNIL,base_edits,SNAP25,0,NA
KOLF2-ARID2-A02,base_edits,SNAP25,0,NA
WTB_variants_PASS,base_edits,SNAP25,0,NA
WTC_variants_PASS,base_edits,SNAP25,0,NA
cN8-hNIL,CRISPRoff,SNRNP200,0,NA
KOLF2-ARID2-A02,CRISPRoff,SNRNP200,2,final_intersections_var/KOLF2-ARID2-A02_SNRNP200_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,SNRNP200,2,final_intersections_var/WTB_variants_PASS_SNRNP200_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,SNRNP200,0,NA
cN8-hNIL,indels,SNRNP200,0,NA
KOLF2-ARID2-A02,indels,SNRNP200,1,final_intersections_var/KOLF2-ARID2-A02_SNRNP200_indels_shared.vcf.gz
WTB_variants_PASS,indels,SNRNP200,1,final_intersections_var/WTB_variants_PASS_SNRNP200_indels_shared.vcf.gz
WTC_variants_PASS,indels,SNRNP200,0,NA
cN8-hNIL,base_edits,SNRNP200,0,NA
KOLF2-ARID2-A02,base_edits,SNRNP200,1,final_intersections_var/KOLF2-ARID2-A02_SNRNP200_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SNRNP200,2,final_intersections_var/WTB_variants_PASS_SNRNP200_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SNRNP200,0,NA
cN8-hNIL,CRISPRoff,SOX6,0,NA
KOLF2-ARID2-A02,CRISPRoff,SOX6,0,NA
WTB_variants_PASS,CRISPRoff,SOX6,0,NA
WTC_variants_PASS,CRISPRoff,SOX6,0,NA
cN8-hNIL,indels,SOX6,1,final_intersections_var/cN8-hNIL_SOX6_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SOX6,1,final_intersections_var/KOLF2-ARID2-A02_SOX6_indels_shared.vcf.gz
WTB_variants_PASS,indels,SOX6,0,NA
WTC_variants_PASS,indels,SOX6,0,NA
cN8-hNIL,base_edits,SOX6,0,NA
KOLF2-ARID2-A02,base_edits,SOX6,0,NA
WTB_variants_PASS,base_edits,SOX6,0,NA
WTC_variants_PASS,base_edits,SOX6,0,NA
cN8-hNIL,CRISPRoff,SPTBN1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SPTBN1,0,NA
WTB_variants_PASS,CRISPRoff,SPTBN1,0,NA
WTC_variants_PASS,CRISPRoff,SPTBN1,0,NA
cN8-hNIL,indels,SPTBN1,0,NA
KOLF2-ARID2-A02,indels,SPTBN1,1,final_intersections_var/KOLF2-ARID2-A02_SPTBN1_indels_shared.vcf.gz
WTB_variants_PASS,indels,SPTBN1,0,NA
WTC_variants_PASS,indels,SPTBN1,0,NA
cN8-hNIL,base_edits,SPTBN1,0,NA
KOLF2-ARID2-A02,base_edits,SPTBN1,0,NA
WTB_variants_PASS,base_edits,SPTBN1,0,NA
WTC_variants_PASS,base_edits,SPTBN1,0,NA
cN8-hNIL,CRISPRoff,SPTLC2,1,final_intersections_var/cN8-hNIL_SPTLC2_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SPTLC2,1,final_intersections_var/KOLF2-ARID2-A02_SPTLC2_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,SPTLC2,1,final_intersections_var/WTB_variants_PASS_SPTLC2_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,SPTLC2,1,final_intersections_var/WTC_variants_PASS_SPTLC2_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,SPTLC2,0,NA
KOLF2-ARID2-A02,indels,SPTLC2,0,NA
WTB_variants_PASS,indels,SPTLC2,1,final_intersections_var/WTB_variants_PASS_SPTLC2_indels_shared.vcf.gz
WTC_variants_PASS,indels,SPTLC2,0,NA
cN8-hNIL,base_edits,SPTLC2,0,NA
KOLF2-ARID2-A02,base_edits,SPTLC2,0,NA
WTB_variants_PASS,base_edits,SPTLC2,0,NA
WTC_variants_PASS,base_edits,SPTLC2,0,NA
cN8-hNIL,CRISPRoff,SQSTM1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SQSTM1,0,NA
WTB_variants_PASS,CRISPRoff,SQSTM1,0,NA
WTC_variants_PASS,CRISPRoff,SQSTM1,0,NA
cN8-hNIL,indels,SQSTM1,0,NA
KOLF2-ARID2-A02,indels,SQSTM1,0,NA
WTB_variants_PASS,indels,SQSTM1,0,NA
WTC_variants_PASS,indels,SQSTM1,0,NA
cN8-hNIL,base_edits,SQSTM1,0,NA
KOLF2-ARID2-A02,base_edits,SQSTM1,0,NA
WTB_variants_PASS,base_edits,SQSTM1,0,NA
WTC_variants_PASS,base_edits,SQSTM1,0,NA
cN8-hNIL,CRISPRoff,SRC,0,NA
KOLF2-ARID2-A02,CRISPRoff,SRC,0,NA
WTB_variants_PASS,CRISPRoff,SRC,0,NA
WTC_variants_PASS,CRISPRoff,SRC,0,NA
cN8-hNIL,indels,SRC,0,NA
KOLF2-ARID2-A02,indels,SRC,0,NA
WTB_variants_PASS,indels,SRC,0,NA
WTC_variants_PASS,indels,SRC,0,NA
cN8-hNIL,base_edits,SRC,0,NA
KOLF2-ARID2-A02,base_edits,SRC,0,NA
WTB_variants_PASS,base_edits,SRC,0,NA
WTC_variants_PASS,base_edits,SRC,0,NA
cN8-hNIL,CRISPRoff,STX1B,1,final_intersections_var/cN8-hNIL_STX1B_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,STX1B,1,final_intersections_var/KOLF2-ARID2-A02_STX1B_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,STX1B,0,NA
WTC_variants_PASS,CRISPRoff,STX1B,0,NA
cN8-hNIL,indels,STX1B,1,final_intersections_var/cN8-hNIL_STX1B_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,STX1B,1,final_intersections_var/KOLF2-ARID2-A02_STX1B_indels_shared.vcf.gz
WTB_variants_PASS,indels,STX1B,0,NA
WTC_variants_PASS,indels,STX1B,0,NA
cN8-hNIL,base_edits,STX1B,1,final_intersections_var/cN8-hNIL_STX1B_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,STX1B,1,final_intersections_var/KOLF2-ARID2-A02_STX1B_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,STX1B,0,NA
WTC_variants_PASS,base_edits,STX1B,0,NA
cN8-hNIL,CRISPRoff,SUFU,1,final_intersections_var/cN8-hNIL_SUFU_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SUFU,2,final_intersections_var/KOLF2-ARID2-A02_SUFU_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,SUFU,0,NA
WTC_variants_PASS,CRISPRoff,SUFU,1,final_intersections_var/WTC_variants_PASS_SUFU_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,SUFU,0,NA
KOLF2-ARID2-A02,indels,SUFU,0,NA
WTB_variants_PASS,indels,SUFU,1,final_intersections_var/WTB_variants_PASS_SUFU_indels_shared.vcf.gz
WTC_variants_PASS,indels,SUFU,1,final_intersections_var/WTC_variants_PASS_SUFU_indels_shared.vcf.gz
cN8-hNIL,base_edits,SUFU,0,NA
KOLF2-ARID2-A02,base_edits,SUFU,0,NA
WTB_variants_PASS,base_edits,SUFU,0,NA
WTC_variants_PASS,base_edits,SUFU,0,NA
cN8-hNIL,CRISPRoff,TEK,2,final_intersections_var/cN8-hNIL_TEK_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,TEK,2,final_intersections_var/KOLF2-ARID2-A02_TEK_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,TEK,1,final_intersections_var/WTB_variants_PASS_TEK_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,TEK,1,final_intersections_var/WTC_variants_PASS_TEK_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,TEK,2,final_intersections_var/cN8-hNIL_TEK_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,TEK,0,NA
WTB_variants_PASS,indels,TEK,1,final_intersections_var/WTB_variants_PASS_TEK_indels_shared.vcf.gz
WTC_variants_PASS,indels,TEK,1,final_intersections_var/WTC_variants_PASS_TEK_indels_shared.vcf.gz
cN8-hNIL,base_edits,TEK,0,NA
KOLF2-ARID2-A02,base_edits,TEK,0,NA
WTB_variants_PASS,base_edits,TEK,0,NA
WTC_variants_PASS,base_edits,TEK,2,final_intersections_var/WTC_variants_PASS_TEK_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,TET3,0,NA
KOLF2-ARID2-A02,CRISPRoff,TET3,0,NA
WTB_variants_PASS,CRISPRoff,TET3,0,NA
WTC_variants_PASS,CRISPRoff,TET3,0,NA
cN8-hNIL,indels,TET3,0,NA
KOLF2-ARID2-A02,indels,TET3,1,final_intersections_var/KOLF2-ARID2-A02_TET3_indels_shared.vcf.gz
WTB_variants_PASS,indels,TET3,0,NA
WTC_variants_PASS,indels,TET3,0,NA
cN8-hNIL,base_edits,TET3,0,NA
KOLF2-ARID2-A02,base_edits,TET3,0,NA
WTB_variants_PASS,base_edits,TET3,0,NA
WTC_variants_PASS,base_edits,TET3,0,NA
cN8-hNIL,CRISPRoff,TGFBR2,0,NA
KOLF2-ARID2-A02,CRISPRoff,TGFBR2,0,NA
WTB_variants_PASS,CRISPRoff,TGFBR2,0,NA
WTC_variants_PASS,CRISPRoff,TGFBR2,0,NA
cN8-hNIL,indels,TGFBR2,0,NA
KOLF2-ARID2-A02,indels,TGFBR2,0,NA
WTB_variants_PASS,indels,TGFBR2,0,NA
WTC_variants_PASS,indels,TGFBR2,0,NA
cN8-hNIL,base_edits,TGFBR2,1,final_intersections_var/cN8-hNIL_TGFBR2_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,TGFBR2,0,NA
WTB_variants_PASS,base_edits,TGFBR2,0,NA
WTC_variants_PASS,base_edits,TGFBR2,0,NA
cN8-hNIL,CRISPRoff,TIMP3,0,NA
KOLF2-ARID2-A02,CRISPRoff,TIMP3,0,NA
WTB_variants_PASS,CRISPRoff,TIMP3,0,NA
WTC_variants_PASS,CRISPRoff,TIMP3,0,NA
cN8-hNIL,indels,TIMP3,1,final_intersections_var/cN8-hNIL_TIMP3_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,TIMP3,2,final_intersections_var/KOLF2-ARID2-A02_TIMP3_indels_shared.vcf.gz
WTB_variants_PASS,indels,TIMP3,1,final_intersections_var/WTB_variants_PASS_TIMP3_indels_shared.vcf.gz
WTC_variants_PASS,indels,TIMP3,2,final_intersections_var/WTC_variants_PASS_TIMP3_indels_shared.vcf.gz
cN8-hNIL,base_edits,TIMP3,0,NA
KOLF2-ARID2-A02,base_edits,TIMP3,0,NA
WTB_variants_PASS,base_edits,TIMP3,0,NA
WTC_variants_PASS,base_edits,TIMP3,0,NA
cN8-hNIL,CRISPRoff,TMEM43,3,final_intersections_var/cN8-hNIL_TMEM43_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,TMEM43,0,NA
WTB_variants_PASS,CRISPRoff,TMEM43,0,NA
WTC_variants_PASS,CRISPRoff,TMEM43,3,final_intersections_var/WTC_variants_PASS_TMEM43_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,TMEM43,0,NA
KOLF2-ARID2-A02,indels,TMEM43,1,final_intersections_var/KOLF2-ARID2-A02_TMEM43_indels_shared.vcf.gz
WTB_variants_PASS,indels,TMEM43,0,NA
WTC_variants_PASS,indels,TMEM43,0,NA
cN8-hNIL,base_edits,TMEM43,0,NA
KOLF2-ARID2-A02,base_edits,TMEM43,1,final_intersections_var/KOLF2-ARID2-A02_TMEM43_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,TMEM43,0,NA
WTC_variants_PASS,base_edits,TMEM43,0,NA
cN8-hNIL,CRISPRoff,TNNT2,0,NA
KOLF2-ARID2-A02,CRISPRoff,TNNT2,0,NA
WTB_variants_PASS,CRISPRoff,TNNT2,0,NA
WTC_variants_PASS,CRISPRoff,TNNT2,0,NA
cN8-hNIL,indels,TNNT2,0,NA
KOLF2-ARID2-A02,indels,TNNT2,0,NA
WTB_variants_PASS,indels,TNNT2,1,final_intersections_var/WTB_variants_PASS_TNNT2_indels_shared.vcf.gz
WTC_variants_PASS,indels,TNNT2,0,NA
cN8-hNIL,base_edits,TNNT2,0,NA
KOLF2-ARID2-A02,base_edits,TNNT2,0,NA
WTB_variants_PASS,base_edits,TNNT2,0,NA
WTC_variants_PASS,base_edits,TNNT2,0,NA
cN8-hNIL,CRISPRoff,TNPO3,2,final_intersections_var/cN8-hNIL_TNPO3_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,TNPO3,0,NA
WTB_variants_PASS,CRISPRoff,TNPO3,0,NA
WTC_variants_PASS,CRISPRoff,TNPO3,1,final_intersections_var/WTC_variants_PASS_TNPO3_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,TNPO3,0,NA
KOLF2-ARID2-A02,indels,TNPO3,1,final_intersections_var/KOLF2-ARID2-A02_TNPO3_indels_shared.vcf.gz
WTB_variants_PASS,indels,TNPO3,1,final_intersections_var/WTB_variants_PASS_TNPO3_indels_shared.vcf.gz
WTC_variants_PASS,indels,TNPO3,1,final_intersections_var/WTC_variants_PASS_TNPO3_indels_shared.vcf.gz
cN8-hNIL,base_edits,TNPO3,0,NA
KOLF2-ARID2-A02,base_edits,TNPO3,0,NA
WTB_variants_PASS,base_edits,TNPO3,0,NA
WTC_variants_PASS,base_edits,TNPO3,0,NA
cN8-hNIL,CRISPRoff,TPM1,0,NA
KOLF2-ARID2-A02,CRISPRoff,TPM1,0,NA
WTB_variants_PASS,CRISPRoff,TPM1,0,NA
WTC_variants_PASS,CRISPRoff,TPM1,0,NA
cN8-hNIL,indels,TPM1,1,final_intersections_var/cN8-hNIL_TPM1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,TPM1,1,final_intersections_var/KOLF2-ARID2-A02_TPM1_indels_shared.vcf.gz
WTB_variants_PASS,indels,TPM1,0,NA
WTC_variants_PASS,indels,TPM1,0,NA
cN8-hNIL,base_edits,TPM1,0,NA
KOLF2-ARID2-A02,base_edits,TPM1,0,NA
WTB_variants_PASS,base_edits,TPM1,0,NA
WTC_variants_PASS,base_edits,TPM1,0,NA
cN8-hNIL,CRISPRoff,TRAF3,3,final_intersections_var/cN8-hNIL_TRAF3_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,TRAF3,1,final_intersections_var/KOLF2-ARID2-A02_TRAF3_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,TRAF3,0,NA
WTC_variants_PASS,CRISPRoff,TRAF3,3,final_intersections_var/WTC_variants_PASS_TRAF3_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,TRAF3,2,final_intersections_var/cN8-hNIL_TRAF3_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,TRAF3,1,final_intersections_var/KOLF2-ARID2-A02_TRAF3_indels_shared.vcf.gz
WTB_variants_PASS,indels,TRAF3,0,NA
WTC_variants_PASS,indels,TRAF3,2,final_intersections_var/WTC_variants_PASS_TRAF3_indels_shared.vcf.gz
cN8-hNIL,base_edits,TRAF3,1,final_intersections_var/cN8-hNIL_TRAF3_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,TRAF3,1,final_intersections_var/KOLF2-ARID2-A02_TRAF3_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,TRAF3,0,NA
WTC_variants_PASS,base_edits,TRAF3,1,final_intersections_var/WTC_variants_PASS_TRAF3_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,TRAF7,0,NA
KOLF2-ARID2-A02,CRISPRoff,TRAF7,0,NA
WTB_variants_PASS,CRISPRoff,TRAF7,0,NA
WTC_variants_PASS,CRISPRoff,TRAF7,0,NA
cN8-hNIL,indels,TRAF7,0,NA
KOLF2-ARID2-A02,indels,TRAF7,0,NA
WTB_variants_PASS,indels,TRAF7,0,NA
WTC_variants_PASS,indels,TRAF7,0,NA
cN8-hNIL,base_edits,TRAF7,0,NA
KOLF2-ARID2-A02,base_edits,TRAF7,0,NA
WTB_variants_PASS,base_edits,TRAF7,0,NA
WTC_variants_PASS,base_edits,TRAF7,0,NA
cN8-hNIL,CRISPRoff,TRPV4,0,NA
KOLF2-ARID2-A02,CRISPRoff,TRPV4,2,final_intersections_var/KOLF2-ARID2-A02_TRPV4_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,TRPV4,2,final_intersections_var/WTB_variants_PASS_TRPV4_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,TRPV4,0,NA
cN8-hNIL,indels,TRPV4,2,final_intersections_var/cN8-hNIL_TRPV4_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,TRPV4,2,final_intersections_var/KOLF2-ARID2-A02_TRPV4_indels_shared.vcf.gz
WTB_variants_PASS,indels,TRPV4,2,final_intersections_var/WTB_variants_PASS_TRPV4_indels_shared.vcf.gz
WTC_variants_PASS,indels,TRPV4,0,NA
cN8-hNIL,base_edits,TRPV4,0,NA
KOLF2-ARID2-A02,base_edits,TRPV4,0,NA
WTB_variants_PASS,base_edits,TRPV4,0,NA
WTC_variants_PASS,base_edits,TRPV4,0,NA
cN8-hNIL,CRISPRoff,TUBA1A,0,NA
KOLF2-ARID2-A02,CRISPRoff,TUBA1A,1,final_intersections_var/KOLF2-ARID2-A02_TUBA1A_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,TUBA1A,1,final_intersections_var/WTB_variants_PASS_TUBA1A_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,TUBA1A,0,NA
cN8-hNIL,indels,TUBA1A,0,NA
KOLF2-ARID2-A02,indels,TUBA1A,1,final_intersections_var/KOLF2-ARID2-A02_TUBA1A_indels_shared.vcf.gz
WTB_variants_PASS,indels,TUBA1A,1,final_intersections_var/WTB_variants_PASS_TUBA1A_indels_shared.vcf.gz
WTC_variants_PASS,indels,TUBA1A,0,NA
cN8-hNIL,base_edits,TUBA1A,0,NA
KOLF2-ARID2-A02,base_edits,TUBA1A,0,NA
WTB_variants_PASS,base_edits,TUBA1A,0,NA
WTC_variants_PASS,base_edits,TUBA1A,0,NA
cN8-hNIL,CRISPRoff,TUBB4B,1,final_intersections_var/cN8-hNIL_TUBB4B_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,TUBB4B,1,final_intersections_var/KOLF2-ARID2-A02_TUBB4B_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,TUBB4B,0,NA
WTC_variants_PASS,CRISPRoff,TUBB4B,0,NA
cN8-hNIL,indels,TUBB4B,0,NA
KOLF2-ARID2-A02,indels,TUBB4B,0,NA
WTB_variants_PASS,indels,TUBB4B,0,NA
WTC_variants_PASS,indels,TUBB4B,0,NA
cN8-hNIL,base_edits,TUBB4B,0,NA
KOLF2-ARID2-A02,base_edits,TUBB4B,0,NA
WTB_variants_PASS,base_edits,TUBB4B,0,NA
WTC_variants_PASS,base_edits,TUBB4B,0,NA
cN8-hNIL,CRISPRoff,TUBG1,0,NA
KOLF2-ARID2-A02,CRISPRoff,TUBG1,0,NA
WTB_variants_PASS,CRISPRoff,TUBG1,0,NA
WTC_variants_PASS,CRISPRoff,TUBG1,0,NA
cN8-hNIL,indels,TUBG1,0,NA
KOLF2-ARID2-A02,indels,TUBG1,1,final_intersections_var/KOLF2-ARID2-A02_TUBG1_indels_shared.vcf.gz
WTB_variants_PASS,indels,TUBG1,1,final_intersections_var/WTB_variants_PASS_TUBG1_indels_shared.vcf.gz
WTC_variants_PASS,indels,TUBG1,1,final_intersections_var/WTC_variants_PASS_TUBG1_indels_shared.vcf.gz
cN8-hNIL,base_edits,TUBG1,0,NA
KOLF2-ARID2-A02,base_edits,TUBG1,0,NA
WTB_variants_PASS,base_edits,TUBG1,0,NA
WTC_variants_PASS,base_edits,TUBG1,0,NA
cN8-hNIL,CRISPRoff,UBTF,0,NA
KOLF2-ARID2-A02,CRISPRoff,UBTF,0,NA
WTB_variants_PASS,CRISPRoff,UBTF,0,NA
WTC_variants_PASS,CRISPRoff,UBTF,0,NA
cN8-hNIL,indels,UBTF,0,NA
KOLF2-ARID2-A02,indels,UBTF,0,NA
WTB_variants_PASS,indels,UBTF,0,NA
WTC_variants_PASS,indels,UBTF,1,final_intersections_var/WTC_variants_PASS_UBTF_indels_shared.vcf.gz
cN8-hNIL,base_edits,UBTF,0,NA
KOLF2-ARID2-A02,base_edits,UBTF,0,NA
WTB_variants_PASS,base_edits,UBTF,0,NA
WTC_variants_PASS,base_edits,UBTF,0,NA
cN8-hNIL,CRISPRoff,UCHL1,0,NA
KOLF2-ARID2-A02,CRISPRoff,UCHL1,0,NA
WTB_variants_PASS,CRISPRoff,UCHL1,0,NA
WTC_variants_PASS,CRISPRoff,UCHL1,0,NA
cN8-hNIL,indels,UCHL1,0,NA
KOLF2-ARID2-A02,indels,UCHL1,0,NA
WTB_variants_PASS,indels,UCHL1,0,NA
WTC_variants_PASS,indels,UCHL1,0,NA
cN8-hNIL,base_edits,UCHL1,0,NA
KOLF2-ARID2-A02,base_edits,UCHL1,0,NA
WTB_variants_PASS,base_edits,UCHL1,0,NA
WTC_variants_PASS,base_edits,UCHL1,0,NA
cN8-hNIL,CRISPRoff,UMOD,0,NA
KOLF2-ARID2-A02,CRISPRoff,UMOD,0,NA
WTB_variants_PASS,CRISPRoff,UMOD,0,NA
WTC_variants_PASS,CRISPRoff,UMOD,0,NA
cN8-hNIL,indels,UMOD,1,final_intersections_var/cN8-hNIL_UMOD_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,UMOD,0,NA
WTB_variants_PASS,indels,UMOD,0,NA
WTC_variants_PASS,indels,UMOD,0,NA
cN8-hNIL,base_edits,UMOD,1,final_intersections_var/cN8-hNIL_UMOD_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,UMOD,0,NA
WTB_variants_PASS,base_edits,UMOD,0,NA
WTC_variants_PASS,base_edits,UMOD,0,NA
cN8-hNIL,CRISPRoff,VCAN,0,NA
KOLF2-ARID2-A02,CRISPRoff,VCAN,1,final_intersections_var/KOLF2-ARID2-A02_VCAN_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,VCAN,1,final_intersections_var/WTB_variants_PASS_VCAN_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,VCAN,0,NA
cN8-hNIL,indels,VCAN,0,NA
KOLF2-ARID2-A02,indels,VCAN,1,final_intersections_var/KOLF2-ARID2-A02_VCAN_indels_shared.vcf.gz
WTB_variants_PASS,indels,VCAN,0,NA
WTC_variants_PASS,indels,VCAN,0,NA
cN8-hNIL,base_edits,VCAN,0,NA
KOLF2-ARID2-A02,base_edits,VCAN,0,NA
WTB_variants_PASS,base_edits,VCAN,0,NA
WTC_variants_PASS,base_edits,VCAN,0,NA
cN8-hNIL,CRISPRoff,VCL,0,NA
KOLF2-ARID2-A02,CRISPRoff,VCL,1,final_intersections_var/KOLF2-ARID2-A02_VCL_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,VCL,1,final_intersections_var/WTB_variants_PASS_VCL_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,VCL,0,NA
cN8-hNIL,indels,VCL,0,NA
KOLF2-ARID2-A02,indels,VCL,1,final_intersections_var/KOLF2-ARID2-A02_VCL_indels_shared.vcf.gz
WTB_variants_PASS,indels,VCL,0,NA
WTC_variants_PASS,indels,VCL,0,NA
cN8-hNIL,base_edits,VCL,0,NA
KOLF2-ARID2-A02,base_edits,VCL,0,NA
WTB_variants_PASS,base_edits,VCL,0,NA
WTC_variants_PASS,base_edits,VCL,0,NA
cN8-hNIL,CRISPRoff,VWF,0,NA
KOLF2-ARID2-A02,CRISPRoff,VWF,0,NA
WTB_variants_PASS,CRISPRoff,VWF,0,NA
WTC_variants_PASS,CRISPRoff,VWF,0,NA
cN8-hNIL,indels,VWF,3,final_intersections_var/cN8-hNIL_VWF_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,VWF,5,final_intersections_var/KOLF2-ARID2-A02_VWF_indels_shared.vcf.gz
WTB_variants_PASS,indels,VWF,3,final_intersections_var/WTB_variants_PASS_VWF_indels_shared.vcf.gz
WTC_variants_PASS,indels,VWF,2,final_intersections_var/WTC_variants_PASS_VWF_indels_shared.vcf.gz
cN8-hNIL,base_edits,VWF,2,final_intersections_var/cN8-hNIL_VWF_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,VWF,4,final_intersections_var/KOLF2-ARID2-A02_VWF_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,VWF,2,final_intersections_var/WTB_variants_PASS_VWF_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,VWF,2,final_intersections_var/WTC_variants_PASS_VWF_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,WASHC5,0,NA
KOLF2-ARID2-A02,CRISPRoff,WASHC5,0,NA
WTB_variants_PASS,CRISPRoff,WASHC5,0,NA
WTC_variants_PASS,CRISPRoff,WASHC5,0,NA
cN8-hNIL,indels,WASHC5,0,NA
KOLF2-ARID2-A02,indels,WASHC5,0,NA
WTB_variants_PASS,indels,WASHC5,0,NA
WTC_variants_PASS,indels,WASHC5,0,NA
cN8-hNIL,base_edits,WASHC5,0,NA
KOLF2-ARID2-A02,base_edits,WASHC5,0,NA
WTB_variants_PASS,base_edits,WASHC5,0,NA
WTC_variants_PASS,base_edits,WASHC5,0,NA
cN8-hNIL,CRISPRoff,WFS1,0,NA
KOLF2-ARID2-A02,CRISPRoff,WFS1,0,NA
WTB_variants_PASS,CRISPRoff,WFS1,0,NA
WTC_variants_PASS,CRISPRoff,WFS1,0,NA
cN8-hNIL,indels,WFS1,0,NA
KOLF2-ARID2-A02,indels,WFS1,1,final_intersections_var/KOLF2-ARID2-A02_WFS1_indels_shared.vcf.gz
WTB_variants_PASS,indels,WFS1,0,NA
WTC_variants_PASS,indels,WFS1,0,NA
cN8-hNIL,base_edits,WFS1,0,NA
KOLF2-ARID2-A02,base_edits,WFS1,2,final_intersections_var/KOLF2-ARID2-A02_WFS1_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,WFS1,0,NA
WTC_variants_PASS,base_edits,WFS1,0,NA
cN8-hNIL,CRISPRoff,ZMIZ1,0,NA
KOLF2-ARID2-A02,CRISPRoff,ZMIZ1,0,NA
WTB_variants_PASS,CRISPRoff,ZMIZ1,0,NA
WTC_variants_PASS,CRISPRoff,ZMIZ1,0,NA
cN8-hNIL,indels,ZMIZ1,0,NA
KOLF2-ARID2-A02,indels,ZMIZ1,0,NA
WTB_variants_PASS,indels,ZMIZ1,1,final_intersections_var/WTB_variants_PASS_ZMIZ1_indels_shared.vcf.gz
WTC_variants_PASS,indels,ZMIZ1,0,NA
cN8-hNIL,base_edits,ZMIZ1,0,NA
